Time,Voltage 2 (V),Current (mA)
3:49:56 PM,0.0035,0.1
3:49:57 PM,0.0035,0.1
3:49:58 PM,0.0035,0.1
3:49:59 PM,0.0035,0.1
3:50:00 PM,0.0035,0.1
3:50:01 PM,0.0035,0.1
3:50:02 PM,0.0035,0.1
3:50:03 PM,0.0035,0.1
3:50:04 PM,0.0035,0.1
3:50:05 PM,0.0035,0.1
3:50:06 PM,0.0035,0.1
3:50:07 PM,0.0035,0.1
3:50:08 PM,0.0035,0.1
3:50:09 PM,0.0035,0.1
3:50:10 PM,0.0035,0.1
3:50:11 PM,10.7185,534.8
3:50:12 PM,10.7305,535.6
3:50:13 PM,10.7255,535.8
3:50:14 PM,10.761,536.6
3:50:15 PM,10.743,535.1
3:50:16 PM,10.7215,392.3
3:50:17 PM,0.0035,0.3
3:50:18 PM,0.0035,0.2
3:50:19 PM,0.0035,0.2
3:50:20 PM,0.0035,0.1
3:50:21 PM,0.0035,0.2
3:50:22 PM,0.0035,0.1
3:50:23 PM,0.0035,0.1
3:50:24 PM,0.0035,0.1
3:50:25 PM,0.0035,0.1
3:50:26 PM,0.0035,0.1
3:50:27 PM,0.0035,0.1
3:50:28 PM,0.0035,0.1
3:50:29 PM,0.0035,0.1
3:50:30 PM,0.0035,0.1
3:50:31 PM,0.0035,0.1
3:50:32 PM,0.0035,0.1
3:50:33 PM,0.0035,0.1
3:50:34 PM,0.0035,0.1
3:50:35 PM,0.0035,0.1
3:50:36 PM,0.0035,0.1
3:50:37 PM,0.0035,0.1
3:50:38 PM,0.0035,0.1
3:50:39 PM,0.0035,0.1
3:50:40 PM,0.0035,0.1
3:50:41 PM,0.0035,0.1
3:50:42 PM,0.0035,0.1
3:50:43 PM,0.0035,0.1
3:50:44 PM,0.0035,0.1
3:50:45 PM,0.0035,0.1
3:50:46 PM,0.0035,0.1
3:50:47 PM,0.0035,0.1
3:50:48 PM,0.0035,0.1
3:50:49 PM,0.0035,0
3:50:50 PM,0.0035,0.1
3:50:51 PM,0.0035,0.1
3:50:52 PM,0.0035,0.1
3:50:53 PM,0.0035,0.1
3:50:54 PM,0.0035,0.1
3:50:55 PM,0.0035,0.1
3:50:56 PM,0.0035,0
3:50:57 PM,0.0035,0.1
3:50:58 PM,0.0035,0.1
3:50:59 PM,0.0035,0.1
3:51:00 PM,0.0035,0
3:51:01 PM,0.0035,0.1
3:51:02 PM,0.0035,0.2
3:51:03 PM,0.0035,0.1
3:51:04 PM,0.0035,0.1
3:51:05 PM,0.0035,0.1
3:51:06 PM,0.0035,0.1
3:51:07 PM,0.0035,0.1
3:51:08 PM,0.0035,0.1
3:51:09 PM,0.0035,0.1
3:51:10 PM,0.0035,0.1
3:51:11 PM,10.765,537.3
3:51:12 PM,10.7555,536.2
3:51:13 PM,10.697,535.5
3:51:14 PM,10.728,534.9
3:51:15 PM,10.6875,533.1
3:51:16 PM,10.6925,533.1
3:51:17 PM,0.0035,0.7
3:51:18 PM,0.0035,0.2
3:51:19 PM,0.0035,0.2
3:51:20 PM,0.0035,0.2
3:51:21 PM,0.0035,0.2
3:51:22 PM,0.0035,0.1
3:51:23 PM,0.0035,0.1
3:51:24 PM,0.0035,0.2
3:51:25 PM,0.0035,0.1
3:51:26 PM,0.0035,0.1
3:51:27 PM,0.0035,0.1
3:51:28 PM,0.0035,0.1
3:51:29 PM,0.0035,0.1
3:51:30 PM,0.0035,0.1
3:51:31 PM,0.0035,0.1
3:51:32 PM,0.0035,0.1
3:51:33 PM,0.0035,0.1
3:51:34 PM,0.0035,0.1
3:51:35 PM,0.0035,0.1
3:51:36 PM,0.0035,0.1
3:51:37 PM,0.0035,0.1
3:51:38 PM,0.0035,0.1
3:51:39 PM,0.0035,0.1
3:51:40 PM,0.0035,0.1
3:51:41 PM,0.0035,0.1
3:51:42 PM,0.0035,0.2
3:51:43 PM,0.0035,0.1
3:51:44 PM,0.0035,0.1
3:51:45 PM,0.0035,0.1
3:51:46 PM,0.0035,0.1
3:51:47 PM,0.003,0.1
3:51:48 PM,0.0035,0.1
3:51:49 PM,0.0035,0.1
3:51:50 PM,0.003,0
3:51:51 PM,0.0035,0.1
3:51:52 PM,0.0035,0.1
3:51:53 PM,0.0035,0.1
3:51:54 PM,0.0035,0.2
3:51:55 PM,0.003,0.1
3:51:56 PM,0.003,0.1
3:51:57 PM,0.003,0.1
3:51:58 PM,0.003,0.1
3:51:59 PM,0.003,0.1
3:52:00 PM,0.0035,0.1
3:52:01 PM,0.0035,0.1
3:52:02 PM,0.003,0
3:52:03 PM,0.0035,0.1
3:52:04 PM,0.003,0
3:52:05 PM,0.003,0.1
3:52:06 PM,0.003,0.1
3:52:07 PM,0.003,0.1
3:52:08 PM,0.003,0.1
3:52:09 PM,0.003,0.1
3:52:10 PM,0.003,0.1
3:52:11 PM,0.003,0.1
3:52:12 PM,0.003,0.1
3:52:13 PM,0.003,0
3:52:14 PM,0.0035,0.1
3:52:15 PM,0.0035,0.1
3:52:16 PM,0.0035,0.1
3:52:17 PM,0.0035,0
3:52:18 PM,0.003,0.1
3:52:19 PM,0.003,0.1
3:52:20 PM,10.7235,535.3
3:52:21 PM,10.731,535.2
3:52:22 PM,10.7075,534.3
3:52:23 PM,10.696,533.7
3:52:24 PM,10.6915,533.4
3:52:25 PM,10.6875,533
3:52:26 PM,0.0035,0.5
3:52:27 PM,0.0035,0.3
3:52:28 PM,0.0035,0.2
3:52:29 PM,0.0035,0.1
3:52:30 PM,0.0035,0.2
3:52:31 PM,0.0035,0.1
3:52:32 PM,0.0035,0.1
3:52:33 PM,0.0035,0.2
3:52:34 PM,0.0035,0.1
3:52:35 PM,0.0035,0.1
3:52:36 PM,0.0035,0.1
3:52:37 PM,0.0035,0.1
3:52:38 PM,0.0035,0.1
3:52:39 PM,0.0035,0.1
3:52:40 PM,0.0035,0.1
3:52:41 PM,0.0035,0.1
3:52:42 PM,0.0035,0.1
3:52:43 PM,0.0035,0.1
3:52:44 PM,0.0035,0.1
3:52:45 PM,0.0035,0.1
3:52:46 PM,0.0035,0.1
3:52:47 PM,0.0035,0.1
3:52:48 PM,0.0035,0.1
3:52:49 PM,0.0035,0.1
3:52:50 PM,0.0035,0.1
3:52:51 PM,0.0035,0.1
3:52:52 PM,0.0035,0.1
3:52:53 PM,0.0035,0.1
3:52:54 PM,0.0035,0.1
3:52:55 PM,0.0035,0.1
3:52:56 PM,0.0035,0.1
3:52:57 PM,0.0035,0.1
3:52:58 PM,0.0035,0.1
3:52:59 PM,0.0035,0.1
3:53:00 PM,0.0035,0.1
3:53:01 PM,0.0035,0.1
3:53:02 PM,0.0035,0.1
3:53:03 PM,0.0035,0.1
3:53:04 PM,0.0035,0.1
3:53:05 PM,0.0035,0.1
3:53:06 PM,0.0035,0.1
3:53:07 PM,0.0035,0.1
3:53:08 PM,0.0035,0.1
3:53:09 PM,0.0035,0.1
3:53:10 PM,0.0035,0.1
3:53:11 PM,0.0035,0.1
3:53:12 PM,0.0035,0.1
3:53:13 PM,0.0035,0.1
3:53:14 PM,0.0035,0.1
3:53:15 PM,0.0035,0.1
3:53:16 PM,0.0035,0.1
3:53:17 PM,0.0035,0.1
3:53:18 PM,0.0035,0.1
3:53:19 PM,0.0035,0.1
3:53:20 PM,0.0035,0.1
3:53:21 PM,0.0035,0.1
3:53:22 PM,0.0035,0.1
3:53:23 PM,0.0035,0.1
3:53:24 PM,0.0035,0.1
3:53:25 PM,0.0035,0.1
3:53:26 PM,0.0035,0.1
3:53:27 PM,0.0035,0.1
3:53:28 PM,0.0035,0.1
3:53:29 PM,0.0035,0.1
3:53:30 PM,0.0035,0.1
3:53:31 PM,10.719,534.8
3:53:32 PM,10.713,534.4
3:53:33 PM,10.6965,533.6
3:53:34 PM,10.691,533.2
3:53:35 PM,10.6785,532.6
3:53:36 PM,10.68,532.5
3:53:37 PM,0.0035,0.6
3:53:38 PM,0.0035,0.2
3:53:39 PM,0.0035,0.2
3:53:40 PM,0.0035,0.1
3:53:41 PM,0.0035,0.2
3:53:42 PM,0.0035,0.1
3:53:43 PM,0.0035,0.1
3:53:44 PM,0.0035,0.1
3:53:45 PM,0.0035,0.1
3:53:46 PM,0.0035,0.1
3:53:47 PM,0.0035,0.1
3:53:48 PM,0.0035,0.1
3:53:49 PM,0.0035,0.1
3:53:50 PM,0.0035,0.1
3:53:51 PM,0.0035,0.1
3:53:52 PM,0.0035,0.1
3:53:53 PM,0.0035,0.1
3:53:54 PM,0.0035,0.1
3:53:55 PM,0.0035,0.1
3:53:56 PM,0.0035,0.1
3:53:57 PM,0.0035,0.1
3:53:58 PM,0.0035,0.1
3:53:59 PM,0.0035,0.1
3:54:00 PM,0.0035,0.1
3:54:01 PM,0.0035,0.1
3:54:02 PM,0.0035,0.1
3:54:03 PM,0.0035,0.1
3:54:04 PM,0.0035,0.1
3:54:05 PM,0.0035,0.1
