Time,Voltage 2 (V),Current (mA)
3:38:18 PM,0.003,0.1
3:38:19 PM,0.003,0.1
3:38:20 PM,0.003,0.1
3:38:21 PM,0.003,0.1
3:38:22 PM,0.003,0.1
3:38:23 PM,0.003,0.1
3:38:24 PM,0.003,0.1
3:38:25 PM,0.003,0.2
3:38:26 PM,0.003,0.1
3:38:27 PM,0.003,0.1
3:38:28 PM,0.003,0.1
3:38:29 PM,0.003,0.1
3:38:30 PM,0.003,0.1
3:38:31 PM,0.003,0.2
3:38:32 PM,0.003,0.1
3:38:33 PM,0.003,0.1
3:38:34 PM,0.003,0.1
3:38:35 PM,0.003,0.1
3:38:36 PM,0.003,0.1
3:38:37 PM,11.0735,591.5
3:38:38 PM,11.073,589.5
3:38:39 PM,11.107,581.8
3:38:40 PM,11.101,579.9
3:38:41 PM,11.1115,591.7
3:38:42 PM,11.109,585.8
3:38:43 PM,11.1,580.2
3:38:44 PM,0.003,0.3
3:38:45 PM,0.003,0.2
3:38:46 PM,0.003,0.2
3:38:47 PM,0.003,0.2
3:38:48 PM,0.003,0.1
3:38:49 PM,0.003,0.1
3:38:50 PM,0.003,0.1
3:38:51 PM,0.003,0.1
3:38:52 PM,0.003,0.1
3:38:53 PM,0.003,0.1
3:38:54 PM,0.003,0.1
3:38:55 PM,0.003,0
3:38:56 PM,0.003,0.1
3:38:57 PM,0.003,0.1
3:38:58 PM,0.003,0.1
3:38:59 PM,0.003,0.2
3:39:00 PM,0.003,0.1
3:39:01 PM,0.003,0.1
3:39:02 PM,0.003,0.1
3:39:03 PM,0.003,0.1
3:39:04 PM,0.003,0.1
3:39:05 PM,0.003,0.1
3:39:06 PM,0.003,0.2
3:39:07 PM,0.003,0.1
3:39:08 PM,0.003,0.2
3:39:09 PM,0.003,0.1
3:39:10 PM,0.003,0.1
3:39:11 PM,0.003,0.1
3:39:12 PM,0.003,0
3:39:13 PM,0.003,0.1
3:39:14 PM,0.003,0.1
3:39:15 PM,0.003,0.1
3:39:16 PM,0.003,0.1
3:39:17 PM,0.003,0.1
3:39:18 PM,0.003,0.1
3:39:19 PM,0.003,0.1
3:39:20 PM,0.003,0.1
3:39:21 PM,0.003,0.1
3:39:22 PM,0.003,0.1
3:39:23 PM,0.003,0.1
3:39:24 PM,0.003,0.1
3:39:25 PM,0.003,0.1
3:39:26 PM,0.003,0.1
3:39:27 PM,0.003,0.1
3:39:28 PM,0.003,0.1
3:39:29 PM,0.003,0.1
3:39:30 PM,0.003,0.1
3:39:31 PM,0.003,0.1
3:39:32 PM,0.003,0.1
3:39:33 PM,0.003,0.1
3:39:34 PM,0.003,0.1
3:39:35 PM,0.003,0.1
3:39:36 PM,0.003,0.2
3:39:37 PM,0.003,0.1
3:39:38 PM,0.003,0.1
3:39:39 PM,0.003,0.1
3:39:40 PM,0.003,0.1
3:39:41 PM,0.003,0.1
3:39:42 PM,0.003,0.2
3:39:43 PM,0.003,0.1
3:39:44 PM,0.003,0.1
3:39:45 PM,0.003,0.1
3:39:46 PM,11.122,598.4
3:39:47 PM,11.0955,597.1
3:39:48 PM,11.131,591.5
3:39:49 PM,11.134,586
3:39:50 PM,11.1285,587.8
3:39:51 PM,11.098,584.8
3:39:52 PM,0.003,0.6
3:39:53 PM,0.003,0.2
3:39:54 PM,0.003,0.2
3:39:55 PM,0.003,0.1
3:39:56 PM,0.003,0.2
3:39:57 PM,0.003,0.1
3:39:58 PM,0.003,0.1
3:39:59 PM,0.003,0.1
3:40:00 PM,0.003,0.1
3:40:01 PM,0.003,0.1
3:40:02 PM,0.003,0.1
3:40:03 PM,0.003,0.1
3:40:04 PM,0.003,0.1
3:40:05 PM,0.003,0.1
3:40:06 PM,0.003,0.1
3:40:07 PM,0.003,0.1
3:40:08 PM,0.003,0.1
3:40:09 PM,0.003,0.1
