Time,Voltage 2 (V),Current (mA)
4:03:44 PM,0.003,0.1
4:03:45 PM,0.003,0.1
4:03:46 PM,0.003,0.1
4:03:47 PM,0.003,0.1
4:03:48 PM,0.003,0.1
4:03:49 PM,0.003,0.1
4:03:50 PM,0.003,0.1
4:03:51 PM,0.003,0.2
4:03:52 PM,0.003,0.1
4:03:53 PM,0.003,0.1
4:03:54 PM,0.003,0.1
4:03:55 PM,0.003,0.1
4:03:56 PM,0.003,0.1
4:03:57 PM,0.003,0.1
4:03:58 PM,0.003,0.2
4:03:59 PM,0.003,0.1
4:04:00 PM,0.003,0.1
4:04:01 PM,0.003,0.1
4:04:02 PM,0.003,0.1
4:04:03 PM,0.003,0.2
4:04:04 PM,0.003,0.1
4:04:05 PM,0.003,0.1
4:04:06 PM,0.003,0.1
4:04:07 PM,0.003,0.1
4:04:08 PM,0.003,0.1
4:04:09 PM,0.003,0
4:04:10 PM,0.003,0.2
4:04:11 PM,0.003,0.1
4:04:12 PM,0.003,0.1
4:04:13 PM,0.003,0.1
4:04:14 PM,0.003,0.1
4:04:15 PM,0.003,0.1
4:04:16 PM,0.003,0.1
4:04:17 PM,0.003,0.1
4:04:18 PM,0.003,0.2
4:04:19 PM,0.003,0.1
4:04:20 PM,0.003,0.1
4:04:21 PM,0.003,0.1
4:04:22 PM,0.003,0.1
4:04:23 PM,0.003,0.1
4:04:24 PM,0.003,0
4:04:25 PM,0.003,0.1
4:04:26 PM,0.003,0.1
4:04:27 PM,0.003,0.1
4:04:28 PM,0.003,0.1
4:04:29 PM,0.003,0.1
4:04:30 PM,0.003,0.1
4:04:31 PM,0.003,0.1
4:04:32 PM,0.003,0.1
4:04:33 PM,0.003,0.1
4:04:34 PM,0.003,0.1
4:04:35 PM,0.003,0.1
4:04:36 PM,0.003,0.1
4:04:37 PM,0.003,0.2
4:04:38 PM,0.003,0.1
4:04:39 PM,11.0425,619.3
4:04:40 PM,11.054,619.8
4:04:41 PM,11.045,619
4:04:42 PM,11.032,618.5
4:04:43 PM,11.025,618
4:04:44 PM,11.0035,617
4:04:45 PM,0.003,0.4
4:04:46 PM,0.003,0.3
4:04:47 PM,0.003,0.2
4:04:48 PM,0.003,0.1
4:04:49 PM,0.003,0.1
4:04:50 PM,0.003,0.1
4:04:51 PM,0.003,0.1
